customer_id,first_name,last_name,age,gender,signup_date,loyalty_tier,city,state,country,acquisition_channel,preferred_device,marketing_opt_in
465243,Manon,Andre,38,Femme,2024-11-04,Bronze,Nantes,Pays de la Loire,France,Paid Search,Mobile,No
900448,Sarah,Robert,53,Femme,2025-02-27,Silver,Montréal,Québec,Canada,Social Media,Mobile,No
496342,Eva,Roux,18,Homme,2025-01-19,Bronze,Lille,Hauts-de-France,France,Organic Search,Desktop,No
703633,Liam,Dubois,29,Homme,2024-11-06,Bronze,Marseille,Provence-Alpes-Côte d’Azur,France,Direct,Desktop,Yes
422472,Sophia,Lefebvre,73,Femme,2025-09-13,Silver,Lille,Hauts-de-France,France,Organic Search,Mobile,Yes
205165,Lina,Morel,25,Homme,2024-11-23,Silver,Genève,Genève,Suisse,Organic Search,Desktop,Yes
574710,Manon,Leroy,48,Homme,2025-06-29,Silver,Paris,Île-de-France,France,Organic Search,Tablet,Yes
232146,Gabriel,Dubois,25,Homme,2024-01-03,Silver,Paris,Île-de-France,France,Referral,Mobile,Yes
551094,Liam,Dubois,18,Non précisé,2024-12-04,Bronze,Paris,Île-de-France,France,Paid Search,Mobile,Yes
976394,Alice,Mercier,18,Femme,2024-09-09,Silver,Lille,Hauts-de-France,France,Email,Mobile,Yes
748099,Chloe,David,20,Femme,2025-01-04,Bronze,Bordeaux,Nouvelle-Aquitaine,France,Organic Search,Mobile,No
478084,Jules,Laurent,64,Femme,2025-01-27,Silver,Paris,Île-de-France,France,Direct,Tablet,No
581771,Ines,Leroy,20,Femme,2025-07-23,Silver,Nantes,Pays de la Loire,France,Referral,Desktop,No
422958,Olivia,Vincent,34,Femme,2025-08-29,Bronze,Lille,Hauts-de-France,France,Social Media,Mobile,Yes
300416,Eva,Martin,44,Homme,2025-11-03,Bronze,Bordeaux,Nouvelle-Aquitaine,France,Organic Search,Mobile,No
657571,Emma,Roux,43,Femme,2025-03-06,Silver,Toulouse,Occitanie,France,Paid Search,Mobile,No
746233,Ava,Michel,29,Femme,2024-11-10,Silver,Strasbourg,Grand Est,France,Direct,Mobile,Yes
985158,Camille,Robert,68,Femme,2025-02-15,Silver,Lille,Hauts-de-France,France,Social Media,Mobile,Yes
122169,Jules,Bernard,39,Femme,2025-07-03,Bronze,Toulouse,Occitanie,France,Referral,Mobile,Yes
847964,Chloe,Simon,22,Femme,2025-07-28,Bronze,Bruxelles,Bruxelles-Capitale,Belgique,Referral,Mobile,Yes
553516,Alice,Lambert,38,Non précisé,2025-04-30,Bronze,Paris,Île-de-France,France,Paid Search,Mobile,Yes
186797,Ava,Petit,37,Homme,2024-04-21,Gold,Paris,Île-de-France,France,Paid Search,Desktop,Yes
556094,Hugo,Legrand,41,Femme,2025-04-16,Silver,Marseille,Provence-Alpes-Côte d’Azur,France,Direct,Desktop,Yes
129992,Sophia,Andre,39,Femme,2025-07-12,Bronze,Marseille,Provence-Alpes-Côte d’Azur,France,Organic Search,Desktop,Yes
401833,Jules,Lefebvre,43,Femme,2025-06-05,Bronze,Toulouse,Occitanie,France,Social Media,Desktop,Yes
373683,Chloe,Dupont,54,Homme,2025-08-19,Bronze,Lyon,Auvergne-Rhône-Alpes,France,Organic Search,Mobile,No
747145,Noah,Vincent,22,Homme,2025-02-17,Bronze,Marseille,Provence-Alpes-Côte d’Azur,France,Direct,Mobile,Yes
830099,Sophia,Lambert,28,Homme,2025-04-09,Bronze,Paris,Île-de-France,France,Referral,Mobile,No
345015,Olivia,Girard,48,Homme,2025-03-16,Bronze,Strasbourg,Grand Est,France,Paid Search,Desktop,Yes
145895,Hugo,Martin,18,Femme,2025-04-28,Bronze,Strasbourg,Grand Est,France,Social Media,Desktop,Yes
527795,Nathan,Dubois,60,Femme,2024-05-30,Silver,Marseille,Provence-Alpes-Côte d’Azur,France,Organic Search,Desktop,Yes
242246,Liam,Laurent,25,Homme,2025-08-25,Silver,Toulouse,Occitanie,France,Organic Search,Mobile,Yes
323345,Lea,Garcia,45,Homme,2024-04-29,Bronze,Lyon,Auvergne-Rhône-Alpes,France,Social Media,Mobile,Yes
513961,Hugo,Martinez,35,Non précisé,2024-07-23,Silver,Paris,Île-de-France,France,Referral,Mobile,Yes
434429,Eva,Michel,27,Homme,2025-01-08,Bronze,Genève,Genève,Suisse,Direct,Mobile,Yes
658396,Nora,Richard,28,Femme,2025-06-10,Bronze,Lyon,Auvergne-Rhône-Alpes,France,Paid Search,Mobile,Yes
951634,Ava,Bertrand,37,Non précisé,2024-06-02,Gold,Strasbourg,Grand Est,France,Organic Search,Mobile,Yes
215298,Alice,Roux,47,Femme,2024-12-13,Bronze,Paris,Île-de-France,France,Direct,Mobile,No
921568,Gabriel,Andre,33,Homme,2024-07-03,Gold,Paris,Île-de-France,France,Organic Search,Mobile,No
857434,Jules,Girard,18,Femme,2024-12-31,Silver,Paris,Île-de-France,France,Social Media,Desktop,Yes
995696,Hugo,Legrand,29,Femme,2025-02-09,Bronze,Dakar,Dakar,Sénégal,Direct,Mobile,Yes
911822,Nora,Robert,53,Femme,2024-11-02,Bronze,Strasbourg,Grand Est,France,Paid Search,Desktop,No
367476,Adam,Dubois,45,Homme,2025-10-27,Bronze,Marseille,Provence-Alpes-Côte d’Azur,France,Paid Search,Mobile,No
154643,Nathan,Bonnet,29,Homme,2024-07-13,Bronze,Montréal,Québec,Canada,Social Media,Desktop,Yes
572395,Eva,Francois,32,Femme,2025-10-03,Bronze,Strasbourg,Grand Est,France,Organic Search,Mobile,Yes
704405,Eva,Dupont,32,Homme,2025-08-31,Bronze,Montréal,Québec,Canada,Paid Search,Desktop,Yes
990091,Manon,Robert,52,Femme,2025-01-19,Bronze,Paris,Île-de-France,France,Direct,Mobile,Yes
332506,Adam,Andre,18,Homme,2025-09-24,Bronze,Lille,Hauts-de-France,France,Paid Search,Desktop,Yes
474664,Yanis,Garcia,53,Homme,2024-11-03,Bronze,Paris,Île-de-France,France,Organic Search,Mobile,Yes
107599,Ethan,Girard,52,Homme,2025-03-27,Bronze,Marseille,Provence-Alpes-Côte d’Azur,France,Referral,Mobile,Yes
913197,Camille,Durand,22,Homme,2025-02-26,Bronze,Marseille,Provence-Alpes-Côte d’Azur,France,Social Media,Desktop,Yes
809415,Olivia,Bonnet,55,Femme,2025-12-04,Bronze,Strasbourg,Grand Est,France,Organic Search,Desktop,No
127228,Lea,Martin,27,Femme,2025-04-05,Silver,Nantes,Pays de la Loire,France,Direct,Mobile,Yes
587705,Tom,Girard,34,Homme,2025-01-05,Bronze,Marseille,Provence-Alpes-Côte d’Azur,France,Organic Search,Mobile,Yes
277840,Mia,Bertrand,28,Femme,2025-12-01,Bronze,Paris,Île-de-France,France,Paid Search,Desktop,Yes
546434,Lucas,Francois,39,Homme,2025-04-17,Bronze,Paris,Île-de-France,France,Referral,Mobile,Yes
859385,Hugo,Richard,49,Femme,2025-03-22,Bronze,Strasbourg,Grand Est,France,Referral,Desktop,Yes
355307,Chloe,Francois,41,Non précisé,2024-07-01,Bronze,Nantes,Pays de la Loire,France,Paid Search,Desktop,No
748344,Arthur,Fournier,53,Femme,2025-07-22,Bronze,Lyon,Auvergne-Rhône-Alpes,France,Social Media,Mobile,Yes
198906,Mia,Michel,29,Homme,2024-01-09,Silver,Genève,Genève,Suisse,Paid Search,Mobile,No
925034,Ava,Fournier,46,Homme,2024-06-30,Bronze,Dakar,Dakar,Sénégal,Social Media,Mobile,No
265758,Lina,Bonnet,18,Femme,2024-09-05,Silver,Bordeaux,Nouvelle-Aquitaine,France,Referral,Mobile,Yes
470490,Chloe,Mercier,55,Femme,2024-08-15,Bronze,Paris,Île-de-France,France,Email,Mobile,Yes
557889,Arthur,Durand,33,Femme,2024-11-29,Bronze,Lyon,Auvergne-Rhône-Alpes,France,Referral,Mobile,No
296484,Manon,Durand,50,Femme,2024-07-13,Bronze,Lyon,Auvergne-Rhône-Alpes,France,Social Media,Tablet,No
834475,Lina,Leroy,42,Femme,2025-06-05,Silver,Paris,Île-de-France,France,Organic Search,Mobile,Yes
600680,Olivia,Simon,45,Homme,2025-02-17,Silver,Paris,Île-de-France,France,Paid Search,Mobile,No
450952,Sophia,Bonnet,52,Homme,2024-03-25,Bronze,Paris,Île-de-France,France,Referral,Mobile,No
240044,Mia,Laurent,45,Non précisé,2025-06-01,Bronze,Lyon,Auvergne-Rhône-Alpes,France,Organic Search,Mobile,Yes
688526,Ines,Mercier,32,Homme,2025-07-04,Bronze,Nantes,Pays de la Loire,France,Paid Search,Mobile,Yes
707964,Louis,Bonnet,48,Femme,2025-12-23,Bronze,Toulouse,Occitanie,France,Organic Search,Desktop,Yes
577079,Liam,Dubois,38,Homme,2024-04-22,Silver,Marseille,Provence-Alpes-Côte d’Azur,France,Organic Search,Mobile,Yes
737650,Adam,Moreau,38,Homme,2025-02-12,Silver,Genève,Genève,Suisse,Social Media,Mobile,Yes
107056,Gabriel,Michel,43,Femme,2024-03-10,Bronze,Paris,Île-de-France,France,Paid Search,Desktop,Yes
990675,Liam,Bertrand,28,Femme,2024-12-22,Bronze,Toulouse,Occitanie,France,Organic Search,Desktop,Yes
527499,Eva,Girard,19,Femme,2024-05-27,Bronze,Toulouse,Occitanie,France,Organic Search,Mobile,No
328733,Tom,Martin,30,Femme,2024-08-10,Silver,Nantes,Pays de la Loire,France,Direct,Desktop,Yes
246295,Leo,Richard,18,Femme,2025-02-21,Bronze,Paris,Île-de-France,France,Direct,Desktop,Yes
877546,Adam,Lambert,46,Homme,2024-02-20,Silver,Nantes,Pays de la Loire,France,Social Media,Mobile,Yes
981921,Lina,Robert,48,Homme,2024-08-25,Silver,Nantes,Pays de la Loire,France,Organic Search,Mobile,Yes
838716,Gabriel,Girard,18,Femme,2025-02-21,Bronze,Marseille,Provence-Alpes-Côte d’Azur,France,Social Media,Mobile,No
795983,Sophia,Andre,23,Homme,2024-06-04,Silver,Toulouse,Occitanie,France,Email,Desktop,No
594249,Hugo,Francois,51,Homme,2025-12-13,Bronze,Nantes,Pays de la Loire,France,Referral,Mobile,Yes
620936,Arthur,Andre,23,Homme,2024-07-21,Silver,Lille,Hauts-de-France,France,Paid Search,Desktop,Yes
831411,Lea,Laurent,38,Femme,2025-06-18,Bronze,Paris,Île-de-France,France,Organic Search,Mobile,Yes
218341,Sarah,Martinez,31,Femme,2025-07-17,Bronze,Strasbourg,Grand Est,France,Organic Search,Desktop,Yes
322768,Olivia,Francois,47,Femme,2024-09-04,Silver,Lille,Hauts-de-France,France,Paid Search,Mobile,Yes
593958,Ethan,Dupont,34,Homme,2025-04-28,Bronze,Lyon,Auvergne-Rhône-Alpes,France,Direct,Mobile,Yes
230603,Alice,Laurent,37,Femme,2024-06-18,Bronze,Lille,Hauts-de-France,France,Organic Search,Mobile,Yes
493002,Alice,Lefebvre,33,Femme,2024-01-01,Silver,Paris,Île-de-France,France,Organic Search,Mobile,Yes
127177,Jules,Durand,55,Homme,2024-01-26,Silver,Paris,Île-de-France,France,Paid Search,Mobile,Yes
346423,Yanis,Roux,36,Femme,2025-04-08,Silver,Genève,Genève,Suisse,Organic Search,Mobile,No
751192,Yanis,Laurent,45,Femme,2024-10-26,Bronze,Marseille,Provence-Alpes-Côte d’Azur,France,Paid Search,Mobile,Yes
507468,Lucas,Mercier,40,Femme,2024-12-17,Silver,Paris,Île-de-France,France,Paid Search,Mobile,Yes
436414,Camille,Richard,18,Femme,2024-07-23,Bronze,Nantes,Pays de la Loire,France,Paid Search,Desktop,Yes
606502,Ines,Francois,46,Femme,2025-10-11,Silver,Paris,Île-de-France,France,Organic Search,Mobile,Yes
167359,Yanis,Garcia,18,Femme,2024-04-09,Gold,Paris,Île-de-France,France,Referral,Desktop,Yes
780313,Lea,Lambert,40,Homme,2024-03-20,Silver,Paris,Île-de-France,France,Organic Search,Desktop,Yes
525369,Lina,Laurent,40,Homme,2024-01-03,Silver,Nantes,Pays de la Loire,France,Social Media,Desktop,Yes
701299,Camille,Francois,23,Femme,2024-08-23,Bronze,Bordeaux,Nouvelle-Aquitaine,France,Organic Search,Mobile,No
438556,Sami,Moreau,43,Femme,2024-06-02,Bronze,Toulouse,Occitanie,France,Direct,Tablet,Yes
334773,Arthur,Francois,34,Homme,2025-08-18,Bronze,Bruxelles,Bruxelles-Capitale,Belgique,Organic Search,Mobile,Yes
958235,Sarah,Robert,31,Femme,2024-06-10,Silver,Lyon,Auvergne-Rhône-Alpes,France,Organic Search,Desktop,Yes
412125,Nathan,Dubois,42,Femme,2024-12-02,Bronze,Nantes,Pays de la Loire,France,Organic Search,Mobile,No
594646,Hugo,Dupont,33,Femme,2024-01-18,Bronze,Bordeaux,Nouvelle-Aquitaine,France,Direct,Mobile,Yes
745605,Olivia,Martin,24,Femme,2025-10-06,Bronze,Lyon,Auvergne-Rhône-Alpes,France,Paid Search,Mobile,No
879588,Nathan,Girard,43,Femme,2025-10-29,Bronze,Paris,Île-de-France,France,Organic Search,Mobile,No
694215,Lea,Dupont,27,Femme,2025-10-17,Bronze,Lyon,Auvergne-Rhône-Alpes,France,Referral,Tablet,Yes
191540,Lina,Legrand,43,Femme,2025-09-23,Bronze,Paris,Île-de-France,France,Organic Search,Mobile,Yes
152448,Hugo,Robert,73,Homme,2024-10-18,Silver,Strasbourg,Grand Est,France,Social Media,Mobile,No
208296,Yanis,Roux,34,Femme,2024-06-14,Gold,Lille,Hauts-de-France,France,Direct,Mobile,No
613208,Manon,Leroy,49,Femme,2024-06-28,Bronze,Toulouse,Occitanie,France,Organic Search,Desktop,No
149113,Lina,Michel,25,Homme,2024-05-21,Silver,Paris,Île-de-France,France,Paid Search,Mobile,Yes
664535,Noah,Morel,35,Femme,2024-10-28,Silver,Paris,Île-de-France,France,Referral,Mobile,No
478222,Leo,Girard,35,Homme,2024-07-22,Silver,Nantes,Pays de la Loire,France,Paid Search,Tablet,Yes
806299,Lina,Morel,27,Homme,2024-01-15,Gold,Nantes,Pays de la Loire,France,Organic Search,Mobile,Yes
791189,Ines,Fournier,46,Femme,2025-12-28,Bronze,Lyon,Auvergne-Rhône-Alpes,France,Paid Search,Mobile,Yes
225761,Eva,Petit,57,Femme,2024-03-23,Gold,Strasbourg,Grand Est,France,Social Media,Mobile,Yes
433309,Lina,Laurent,18,Homme,2025-12-18,Bronze,Bordeaux,Nouvelle-Aquitaine,France,Organic Search,Mobile,Yes
658241,Gabriel,Legrand,47,Femme,2025-05-27,Silver,Paris,Île-de-France,France,Paid Search,Tablet,No
384875,Hugo,Thomas,45,Femme,2025-06-02,Bronze,Lyon,Auvergne-Rhône-Alpes,France,Social Media,Mobile,No
894892,Tom,Martinez,39,Homme,2024-04-19,Bronze,Nantes,Pays de la Loire,France,Referral,Tablet,Yes
892690,Jules,Bernard,44,Homme,2024-02-22,Bronze,Bordeaux,Nouvelle-Aquitaine,France,Organic Search,Mobile,Yes
874848,Noah,Richard,43,Femme,2025-01-24,Bronze,Lille,Hauts-de-France,France,Direct,Mobile,Yes
476735,Arthur,Garcia,33,Femme,2024-07-25,Silver,Montréal,Québec,Canada,Email,Mobile,No
386998,Adam,Lambert,26,Homme,2024-06-28,Bronze,Paris,Île-de-France,France,Referral,Desktop,Yes
318646,Arthur,Bernard,44,Femme,2024-06-01,Bronze,Lille,Hauts-de-France,France,Referral,Mobile,No
295940,Ava,Fournier,42,Homme,2024-04-08,Gold,Nantes,Pays de la Loire,France,Direct,Mobile,Yes
451365,Chloe,Laurent,47,Homme,2025-05-22,Bronze,Lille,Hauts-de-France,France,Organic Search,Mobile,Yes
397499,Hugo,Francois,35,Femme,2025-05-11,Bronze,Marseille,Provence-Alpes-Côte d’Azur,France,Paid Search,Desktop,No
259110,Mia,Martinez,47,Non précisé,2024-06-21,Bronze,Strasbourg,Grand Est,France,Organic Search,Mobile,Yes
888971,Sami,Legrand,37,Femme,2025-02-19,Bronze,Dakar,Dakar,Sénégal,Direct,Desktop,Yes
678412,Eva,Vincent,39,Femme,2024-09-23,Gold,Paris,Île-de-France,France,Paid Search,Desktop,No
349706,Yanis,Michel,65,Femme,2024-10-15,Bronze,Lille,Hauts-de-France,France,Social Media,Mobile,Yes
405090,Alice,Bernard,35,Femme,2025-12-20,Bronze,Lille,Hauts-de-France,France,Direct,Desktop,Yes
319377,Mia,Vincent,35,Homme,2024-05-29,Gold,Nantes,Pays de la Loire,France,Social Media,Mobile,Yes
797700,Sarah,Lambert,51,Femme,2025-05-19,Bronze,Toulouse,Occitanie,France,Direct,Mobile,Yes
419246,Mia,Martinez,22,Femme,2024-10-17,Bronze,Paris,Île-de-France,France,Organic Search,Mobile,Yes
757102,Ethan,Legrand,31,Homme,2024-06-11,Bronze,Lyon,Auvergne-Rhône-Alpes,France,Direct,Mobile,Yes
892559,Liam,Bonnet,41,Homme,2025-07-04,Bronze,Dakar,Dakar,Sénégal,Organic Search,Mobile,Yes
511732,Sarah,Andre,34,Femme,2024-10-28,Silver,Paris,Île-de-France,France,Direct,Tablet,No
914638,Ethan,Moreau,40,Homme,2024-09-27,Silver,Paris,Île-de-France,France,Paid Search,Desktop,No
601338,Eva,Lefebvre,46,Homme,2024-11-27,Bronze,Marseille,Provence-Alpes-Côte d’Azur,France,Email,Mobile,Yes
498838,Ethan,Legrand,50,Femme,2024-05-23,Bronze,Lille,Hauts-de-France,France,Organic Search,Mobile,Yes
907651,Noah,Bertrand,35,Homme,2024-10-07,Bronze,Lille,Hauts-de-France,France,Referral,Mobile,Yes
658752,Lina,Moreau,39,Femme,2025-07-22,Bronze,Toulouse,Occitanie,France,Social Media,Mobile,Yes
608992,Hugo,Petit,45,Femme,2025-05-12,Bronze,Paris,Île-de-France,France,Email,Mobile,No
957124,Nathan,Lambert,35,Femme,2024-03-16,Bronze,Lyon,Auvergne-Rhône-Alpes,France,Organic Search,Mobile,Yes
415785,Adam,Garcia,43,Homme,2025-10-28,Bronze,Bruxelles,Bruxelles-Capitale,Belgique,Organic Search,Desktop,No
740137,Nora,Andre,55,Femme,2025-03-04,Bronze,Paris,Île-de-France,France,Direct,Desktop,No
685158,Hugo,Laurent,33,Femme,2025-06-15,Bronze,Montréal,Québec,Canada,Organic Search,Mobile,No
132740,Liam,Richard,30,Femme,2025-07-10,Bronze,Lyon,Auvergne-Rhône-Alpes,France,Organic Search,Mobile,Yes
990071,Manon,Moreau,34,Homme,2024-06-24,Bronze,Bruxelles,Bruxelles-Capitale,Belgique,Organic Search,Mobile,No
934753,Eva,Robert,29,Femme,2025-01-06,Silver,Paris,Île-de-France,France,Social Media,Mobile,Yes
276189,Nathan,Dupont,50,Homme,2025-02-20,Bronze,Paris,Île-de-France,France,Paid Search,Mobile,Yes
252422,Mia,Laurent,39,Homme,2024-10-28,Gold,Lyon,Auvergne-Rhône-Alpes,France,Paid Search,Mobile,Yes
427852,Sophia,Morel,43,Homme,2024-05-21,Bronze,Dakar,Dakar,Sénégal,Paid Search,Mobile,No
481329,Manon,David,23,Homme,2025-07-19,Silver,Bruxelles,Bruxelles-Capitale,Belgique,Paid Search,Desktop,Yes
232347,Nora,David,41,Femme,2024-07-02,Gold,Nantes,Pays de la Loire,France,Direct,Mobile,Yes
238295,Jules,Girard,18,Femme,2025-05-14,Bronze,Bordeaux,Nouvelle-Aquitaine,France,Paid Search,Mobile,No
179100,Eva,Simon,33,Femme,2025-12-01,Bronze,Lille,Hauts-de-France,France,Social Media,Desktop,Yes
352768,Ines,Francois,32,Non précisé,2024-07-30,Bronze,Lille,Hauts-de-France,France,Organic Search,Mobile,Yes
394335,Sophia,Richard,21,Femme,2025-02-02,Silver,Paris,Île-de-France,France,Paid Search,Desktop,Yes
953532,Lina,Vincent,51,Femme,2025-02-04,Bronze,Paris,Île-de-France,France,Organic Search,Tablet,Yes
529844,Yanis,Thomas,44,Homme,2025-04-14,Bronze,Paris,Île-de-France,France,Organic Search,Mobile,Yes
298043,Sami,Robert,39,Homme,2025-02-20,Bronze,Bruxelles,Bruxelles-Capitale,Belgique,Organic Search,Mobile,Yes
134930,Manon,Garcia,34,Femme,2025-11-14,Bronze,Marseille,Provence-Alpes-Côte d’Azur,France,Direct,Desktop,No
218735,Sami,Morel,56,Homme,2025-06-29,Silver,Montréal,Québec,Canada,Social Media,Desktop,Yes
178407,Sophia,Girard,47,Femme,2025-07-21,Bronze,Paris,Île-de-France,France,Paid Search,Mobile,Yes
370230,Lina,Mercier,34,Homme,2024-04-26,Bronze,Nantes,Pays de la Loire,France,Organic Search,Mobile,Yes
357823,Gabriel,Francois,29,Homme,2024-02-03,Bronze,Dakar,Dakar,Sénégal,Email,Mobile,No
447274,Noah,Bonnet,34,Femme,2025-02-06,Bronze,Bordeaux,Nouvelle-Aquitaine,France,Direct,Desktop,Yes
122951,Lucas,Martin,18,Femme,2025-02-16,Silver,Bordeaux,Nouvelle-Aquitaine,France,Organic Search,Mobile,Yes
644311,Liam,Girard,34,Homme,2024-06-05,Silver,Montréal,Québec,Canada,Organic Search,Mobile,Yes
859285,Manon,Roux,25,Homme,2025-05-11,Bronze,Bruxelles,Bruxelles-Capitale,Belgique,Organic Search,Mobile,No
672950,Gabriel,Petit,29,Homme,2024-07-03,Silver,Bordeaux,Nouvelle-Aquitaine,France,Organic Search,Mobile,Yes
202492,Sami,Garcia,35,Homme,2024-07-07,Silver,Genève,Genève,Suisse,Organic Search,Mobile,Yes
478316,Adam,Bernard,40,Homme,2025-09-15,Bronze,Nantes,Pays de la Loire,France,Organic Search,Mobile,Yes
284704,Eva,Robert,35,Femme,2024-07-02,Silver,Toulouse,Occitanie,France,Direct,Desktop,Yes
537643,Arthur,Richard,37,Homme,2025-02-23,Bronze,Bordeaux,Nouvelle-Aquitaine,France,Paid Search,Desktop,No
843336,Tom,Legrand,28,Homme,2025-06-20,Bronze,Dakar,Dakar,Sénégal,Social Media,Desktop,Yes
535998,Lina,Laurent,42,Homme,2025-10-08,Bronze,Lyon,Auvergne-Rhône-Alpes,France,Organic Search,Mobile,Yes
940815,Gabriel,Thomas,33,Homme,2025-08-10,Bronze,Strasbourg,Grand Est,France,Paid Search,Mobile,Yes
889134,Ethan,Bertrand,25,Homme,2024-07-29,Bronze,Bruxelles,Bruxelles-Capitale,Belgique,Organic Search,Desktop,Yes
339382,Mia,Bertrand,18,Homme,2025-12-18,Bronze,Lyon,Auvergne-Rhône-Alpes,France,Organic Search,Mobile,No
666728,Eva,Bertrand,26,Femme,2024-06-15,Silver,Strasbourg,Grand Est,France,Organic Search,Desktop,Yes
225018,Gabriel,Legrand,56,Femme,2024-08-01,Bronze,Paris,Île-de-France,France,Direct,Mobile,Yes
893419,Hugo,Andre,21,Femme,2025-02-24,Bronze,Strasbourg,Grand Est,France,Referral,Mobile,No
391584,Louis,Laurent,47,Femme,2024-07-28,Silver,Paris,Île-de-France,France,Direct,Mobile,No
908200,Sophia,Martinez,40,Homme,2025-02-08,Silver,Paris,Île-de-France,France,Direct,Desktop,No
122059,Lina,Francois,33,Homme,2025-10-14,Bronze,Bruxelles,Bruxelles-Capitale,Belgique,Email,Desktop,Yes
935758,Sophia,David,20,Femme,2024-10-14,Gold,Nantes,Pays de la Loire,France,Social Media,Desktop,Yes
860036,Lucas,Moreau,46,Homme,2025-02-15,Bronze,Marseille,Provence-Alpes-Côte d’Azur,France,Organic Search,Mobile,Yes
778891,Sophia,Roux,35,Femme,2024-07-30,Bronze,Genève,Genève,Suisse,Organic Search,Mobile,Yes
733644,Lea,Mercier,50,Homme,2025-09-01,Silver,Toulouse,Occitanie,France,Paid Search,Mobile,Yes
677062,Ethan,Mercier,28,Homme,2024-07-19,Gold,Marseille,Provence-Alpes-Côte d’Azur,France,Paid Search,Desktop,Yes
953413,Ethan,Laurent,52,Homme,2024-01-01,Gold,Lille,Hauts-de-France,France,Direct,Mobile,Yes
268270,Sami,Fournier,40,Femme,2025-07-08,Silver,Paris,Île-de-France,France,Paid Search,Mobile,Yes
649861,Tom,Legrand,33,Homme,2024-11-18,Bronze,Toulouse,Occitanie,France,Referral,Mobile,No
362615,Sarah,Vincent,44,Homme,2024-07-11,Bronze,Lyon,Auvergne-Rhône-Alpes,France,Organic Search,Mobile,Yes
176763,Nora,Bertrand,44,Homme,2024-08-10,Silver,Lille,Hauts-de-France,France,Organic Search,Desktop,No
841402,Sophia,Durand,23,Homme,2025-06-24,Bronze,Montréal,Québec,Canada,Paid Search,Mobile,No
279792,Nathan,Richard,55,Femme,2025-10-02,Bronze,Toulouse,Occitanie,France,Social Media,Mobile,Yes
923517,Lea,Leroy,69,Homme,2025-01-20,Silver,Bordeaux,Nouvelle-Aquitaine,France,Organic Search,Desktop,Yes
709631,Chloe,Bertrand,30,Femme,2024-11-02,Bronze,Lyon,Auvergne-Rhône-Alpes,France,Social Media,Desktop,Yes
453656,Mia,Lefebvre,30,Femme,2024-03-22,Silver,Strasbourg,Grand Est,France,Organic Search,Mobile,Yes
825293,Louis,Girard,27,Homme,2025-03-03,Bronze,Paris,Île-de-France,France,Organic Search,Mobile,Yes
536837,Sophia,Bonnet,51,Homme,2025-08-19,Bronze,Paris,Île-de-France,France,Organic Search,Mobile,No
120293,Sami,Martin,18,Homme,2025-02-07,Bronze,Paris,Île-de-France,France,Organic Search,Desktop,No
344294,Lea,Richard,34,Femme,2024-01-28,Bronze,Lyon,Auvergne-Rhône-Alpes,France,Direct,Mobile,Yes
662004,Adam,Richard,32,Homme,2025-01-09,Bronze,Toulouse,Occitanie,France,Referral,Mobile,No
269867,Jules,Simon,31,Homme,2025-01-08,Silver,Lille,Hauts-de-France,France,Social Media,Mobile,Yes
982561,Sophia,Garcia,27,Femme,2024-10-19,Silver,Nantes,Pays de la Loire,France,Organic Search,Tablet,Yes
260393,Arthur,Garcia,33,Non précisé,2024-07-09,Bronze,Paris,Île-de-France,France,Organic Search,Mobile,No
900924,Noah,Roux,50,Homme,2024-05-30,Bronze,Toulouse,Occitanie,France,Organic Search,Desktop,Yes
745576,Gabriel,Michel,35,Homme,2024-04-30,Gold,Lille,Hauts-de-France,France,Paid Search,Mobile,Yes
118818,Hugo,Legrand,34,Homme,2025-06-05,Bronze,Bordeaux,Nouvelle-Aquitaine,France,Organic Search,Mobile,Yes
135253,Louis,Petit,39,Homme,2024-08-11,Bronze,Lille,Hauts-de-France,France,Paid Search,Mobile,Yes
767619,Leo,Bertrand,59,Homme,2025-10-25,Bronze,Dakar,Dakar,Sénégal,Organic Search,Mobile,No
195760,Noah,Richard,37,Homme,2025-06-05,Silver,Genève,Genève,Suisse,Social Media,Mobile,No
944397,Manon,Bertrand,51,Femme,2024-07-15,Bronze,Marseille,Provence-Alpes-Côte d’Azur,France,Referral,Mobile,No
149154,Gabriel,Martin,18,Femme,2025-08-14,Bronze,Paris,Île-de-France,France,Paid Search,Mobile,Yes
412096,Manon,Bertrand,18,Femme,2024-09-29,Bronze,Paris,Île-de-France,France,Paid Search,Mobile,Yes
942793,Chloe,Francois,56,Non précisé,2025-10-07,Bronze,Bruxelles,Bruxelles-Capitale,Belgique,Referral,Desktop,No
233651,Nora,Francois,35,Homme,2025-10-06,Bronze,Paris,Île-de-France,France,Paid Search,Mobile,No
243925,Lucas,Martin,18,Femme,2024-05-30,Silver,Paris,Île-de-France,France,Email,Mobile,Yes
265689,Olivia,Laurent,33,Femme,2024-02-21,Silver,Montréal,Québec,Canada,Direct,Mobile,Yes
731524,Sophia,Simon,18,Homme,2025-01-14,Silver,Nantes,Pays de la Loire,France,Email,Mobile,Yes
710007,Chloe,Lefebvre,45,Homme,2025-11-18,Bronze,Strasbourg,Grand Est,France,Social Media,Mobile,Yes
550396,Ethan,Dupont,38,Homme,2024-03-28,Gold,Bruxelles,Bruxelles-Capitale,Belgique,Direct,Mobile,Yes
333693,Chloe,Dubois,48,Femme,2024-08-26,Bronze,Paris,Île-de-France,France,Paid Search,Tablet,Yes
